,Word,frequency,sentiment,category
12405,fondly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
12423,impressionable,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
12446,tranquility,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
12495,medal,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
12601,brightening,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
12609,beneficiary,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
12611,fervent,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
12628,flirting,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
12630,whitewash,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",positive
12723,handsome,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
12821,excite,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
12832,virtuous,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
12873,laughingly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
12877,elegantly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
12894,truthful,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
12895,festive,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
12917,advantageous,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
12922,impress,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
12945,gratified,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
12989,optimization,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
12993,idealistic,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
12996,appreciative,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
13016,charmer,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
13088,dynamism,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
13104,relieve,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
13192,intellectualism,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
13224,confidently,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
13333,opportunism,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
13387,cuteness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
13399,gratis,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
13436,kissing,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
13494,lifesaver,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",positive
13503,rejoice,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
13515,harmonize,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
13523,pleasing,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
13534,reassured,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
13572,isolationist,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
13613,teaspoon,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
13643,respectively,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
13645,graciously,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
13652,toughen,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",positive
13673,adventurer,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
13681,cheered,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
13701,beautify,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
13709,bargain,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
13770,attractiveness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
13823,brightly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
13941,shakers,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",positive
13944,intricate,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}",positive
13947,assuredly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
13996,desirable,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
14060,championship,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
14064,justifiably,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
14080,freeway,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
14104,flawlessly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
14117,boldness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
14153,masterpiece,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",positive
14167,charitable,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
14223,gleeful,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
14230,attraction,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
14283,fabulousness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",positive
14303,positivism,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
14406,interestingly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
14469,trustworthy,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
14494,giver,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
14544,eagerness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
14585,playful,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
14611,gracefully,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
14613,rapture,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}",positive
14627,infatuation,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}",positive
14631,absolve,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
14680,outgoing,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
14725,chic,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
14770,determinate,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
14774,cheerleader,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
14778,courageously,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
14843,coziness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
14857,stimulate,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
14878,satisfaction,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
15000,joker,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
15009,stamina,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
15031,positivity,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
15079,invincible,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
